,is_terrorist,suspect_id
3278382,False,3278382
3719649,False,3719649
3420064,False,3420064
3450664,False,3450664
2353853,False,2353853
2446534,False,2446534
2989808,False,2989808
2815440,False,2815440
2873632,False,2873632
3979165,False,3979165
3944685,False,3944685
3077195,False,3077195
2182516,False,2182516
2700470,False,2700470
2176994,False,2176994
2162268,False,2162268
2509561,False,2509561
3320543,False,3320543
2640189,False,2640189
2846931,False,2846931
3867255,False,3867255
3311262,True,3311262
2319564,False,2319564
3473635,False,3473635
2052313,False,2052313
3676279,False,3676279
3248794,False,3248794
2705569,False,2705569
3932611,False,3932611
3097846,False,3097846
3404194,False,3404194
3996738,False,3996738
3487528,False,3487528
3020249,False,3020249
3831713,False,3831713
2916397,False,2916397
2161395,False,2161395
2542306,False,2542306
2373977,False,2373977
3859958,False,3859958
2858862,False,2858862
2841477,False,2841477
3632334,False,3632334
2232701,False,2232701
3140566,False,3140566
3086350,False,3086350
2187255,False,2187255
3335361,True,3335361
3940117,False,3940117
3834714,False,3834714
2861318,False,2861318
2988968,False,2988968
2668979,False,2668979
2950673,False,2950673
3279018,False,3279018
2736128,False,2736128
3031187,False,3031187
3494563,False,3494563
2132756,False,2132756
3486453,False,3486453
2887446,False,2887446
2567782,False,2567782
2762977,False,2762977
2022211,False,2022211
3061703,False,3061703
2492551,False,2492551
3197025,False,3197025
3590401,False,3590401
2643280,False,2643280
2733710,False,2733710
3189724,False,3189724
3928782,False,3928782
3910786,False,3910786
3803373,False,3803373
2400894,False,2400894
2365749,False,2365749
3697428,False,3697428
3971645,False,3971645
3285149,False,3285149
3492903,False,3492903
2491863,False,2491863
3323092,False,3323092
2040584,False,2040584
2823200,False,2823200
3747020,True,3747020
2510431,False,2510431
3346264,False,3346264
3676832,False,3676832
2221306,False,2221306
3073081,False,3073081
3162131,False,3162131
2780570,False,2780570
3784817,True,3784817
2465642,False,2465642
2415038,False,2415038
2711650,False,2711650
2373822,False,2373822
3899858,False,3899858
3519038,False,3519038
2460471,False,2460471
3813079,False,3813079
3112758,False,3112758
2666094,False,2666094
3555768,False,3555768
2300832,False,2300832
2014614,False,2014614
3304123,False,3304123
2453415,False,2453415
3885459,False,3885459
3138088,False,3138088
3872268,False,3872268
3829238,False,3829238
2212105,True,2212105
2287054,False,2287054
3883552,False,3883552
2292633,False,2292633
3244192,False,3244192
3046098,False,3046098
3810336,True,3810336
3350012,False,3350012
3323051,False,3323051
2831713,False,2831713
2212334,False,2212334
2208293,False,2208293
3707128,False,3707128
3877459,False,3877459
3979469,False,3979469
3166316,False,3166316
3901183,False,3901183
3066834,False,3066834
2288196,False,2288196
2304653,False,2304653
2943753,False,2943753
3920838,False,3920838
2078170,False,2078170
2492778,False,2492778
3152834,False,3152834
3025118,False,3025118
2426923,False,2426923
2361795,False,2361795
2076635,False,2076635
2945387,False,2945387
3117620,False,3117620
3437311,False,3437311
3636096,False,3636096
2793792,False,2793792
2583386,False,2583386
2488299,False,2488299
2577448,False,2577448
2602429,False,2602429
3658011,False,3658011
3851363,False,3851363
3008170,False,3008170
3025605,False,3025605
3982751,True,3982751
2091200,False,2091200
3280640,True,3280640
2090188,False,2090188
3001786,False,3001786
2649331,False,2649331
2206281,False,2206281
2835006,False,2835006
2601442,False,2601442
3825661,False,3825661
3566022,False,3566022
3460526,False,3460526
3084651,False,3084651
2616040,False,2616040
3156801,False,3156801
2816415,False,2816415
3680440,True,3680440
2521594,False,2521594
3431641,False,3431641
3603317,False,3603317
2268166,False,2268166
2761222,False,2761222
3328124,True,3328124
2906726,False,2906726
2721682,False,2721682
3155872,False,3155872
3872358,False,3872358
2210258,False,2210258
3572037,False,3572037
2194807,False,2194807
3309797,False,3309797
3895256,False,3895256
2629805,False,2629805
3450417,False,3450417
3934680,False,3934680
2218419,False,2218419
3811941,True,3811941
3376281,False,3376281
3786594,False,3786594
3856968,False,3856968
3778350,False,3778350
3700258,False,3700258
3465599,False,3465599
3696508,False,3696508
3830383,False,3830383
2790620,False,2790620
2565202,False,2565202
3586361,False,3586361
3404046,False,3404046
3252330,False,3252330
3046688,True,3046688
2618705,False,2618705
2158486,False,2158486
2288043,False,2288043
3387856,False,3387856
3874815,False,3874815
2491928,False,2491928
2992325,False,2992325
3207927,False,3207927
2192492,False,2192492
3675309,False,3675309
2601206,False,2601206
3093675,False,3093675
3634028,False,3634028
3945564,False,3945564
3994329,False,3994329
2826130,False,2826130
3563787,False,3563787
3783805,False,3783805
2683778,False,2683778
2234633,False,2234633
3660563,False,3660563
3610049,False,3610049
3150860,False,3150860
2298914,False,2298914
3755576,False,3755576
3618138,False,3618138
3877976,False,3877976
2663341,False,2663341
2965051,False,2965051
3715517,False,3715517
3643914,False,3643914
3417443,False,3417443
2303055,False,2303055
3721026,True,3721026
3093550,False,3093550
3642760,False,3642760
2973945,False,2973945
3671403,False,3671403
3564569,False,3564569
3903053,False,3903053
3225212,False,3225212
3538788,False,3538788
3037401,False,3037401
3497584,True,3497584
3052031,False,3052031
2566821,False,2566821
2181063,False,2181063
3305304,False,3305304
3416087,False,3416087
2596594,False,2596594
2083953,False,2083953
3695968,False,3695968
3327614,False,3327614
2523711,False,2523711
2957386,False,2957386
2622407,False,2622407
2143767,False,2143767
3689167,False,3689167
2769190,False,2769190
3352220,False,3352220
3770088,False,3770088
2324783,False,2324783
3816470,True,3816470
3880857,False,3880857
2057661,False,2057661
3279282,False,3279282
3378446,True,3378446
2123969,False,2123969
3440528,False,3440528
3548717,False,3548717
3131590,False,3131590
2795587,False,2795587
3350955,False,3350955
3827247,False,3827247
2891867,False,2891867
2365251,False,2365251
3632383,False,3632383
