,customer,driver_id,end_time,km,start_time
0,jerusalem_muni,843,2015-10-01 06:48:00,266.04253838718296,2015-10-01 03:30:00
1,electricity,651,2015-10-01 17:32:00,120.35647786375398,2015-10-01 15:45:00
2,bituch_leumi,290,2015-10-02 05:05:00,309.8731646209867,2015-10-02 00:20:00
3,iaf,698,2015-10-02 15:37:00,139.89274561694026,2015-10-02 13:20:00
4,aminach,683,2015-10-03 08:32:00,407.1396432310485,2015-10-03 03:03:00
5,hot,295,2015-10-03 19:59:00,325.3654791084553,2015-10-03 15:16:00
6,yes,5,2015-10-04 03:22:00,131.89080142641896,2015-10-04 01:43:00
7,electricity,41,2015-10-04 21:57:00,478.43546417589073,2015-10-04 15:05:00
8,bituch_leumi,403,2015-10-05 08:47:00,521.8265774712004,2015-10-05 02:44:00
9,iaf,902,2015-10-05 15:32:00,84.69029666411662,2015-10-05 14:31:00
10,iaf,929,2015-10-06 10:14:00,585.1837665237011,2015-10-06 03:12:00
11,intel,66,2015-10-06 19:36:00,344.18436165159824,2015-10-06 14:00:00
12,tara,218,2015-10-07 03:42:00,192.5806090004071,2015-10-07 00:52:00
13,tnuva,62,2015-10-07 20:00:00,349.58307511962425,2015-10-07 15:40:00
14,tara,600,2015-10-08 08:08:00,445.20279667453593,2015-10-08 01:59:00
15,electricity,789,2015-10-08 20:50:00,455.56193786344863,2015-10-08 15:34:00
16,tara,86,2015-10-09 08:34:00,539.5571148210657,2015-10-09 01:06:00
17,yes,559,2015-10-09 20:18:00,95.32223802527633,2015-10-09 13:40:00
18,tara,52,2015-10-10 06:27:00,375.2179432047435,2015-10-10 02:03:00
19,electricity,405,2015-10-10 22:22:00,666.1555334090069,2015-10-10 14:26:00
20,tnuva,28,2015-10-11 08:29:00,497.40255927749007,2015-10-11 02:47:00
21,tnuva,134,2015-10-11 14:04:00,98.64554210080402,2015-10-11 12:27:00
22,iaf,831,2015-10-12 05:19:00,343.7564743758836,2015-10-12 01:27:00
23,electricity,413,,128.56806061338384,2015-10-12 15:30:00
24,tnuva,745,2015-10-13 03:11:00,167.43632057056638,2015-10-13 01:03:00
25,tara,595,2015-10-13 22:49:00,536.0189549476069,2015-10-13 15:35:00
26,electricity,874,2015-10-14 08:06:00,299.1402909822481,2015-10-14 03:53:00
27,angel,408,2015-10-14 15:51:00,86.45642805637218,2015-10-14 14:41:00
28,osem,500,2015-10-15 06:16:00,388.74536198558275,2015-10-15 01:25:00
29,osem,303,2015-10-15 20:52:00,545.9719593141554,2015-10-15 13:44:00
30,bituch_leumi,206,2015-10-16 04:26:00,218.9934629328886,2015-10-16 01:49:00
31,bituch_leumi,653,2015-10-16 16:00:00,208.43952058732964,2015-10-16 12:57:00
32,jerusalem_muni,255,2015-10-17 04:47:00,54.451261609136495,2015-10-17 03:56:00
33,bituch_leumi,182,2015-10-17 17:45:00,408.2190584233353,2015-10-17 13:02:00
34,electricity,842,2015-10-18 10:52:00,662.9504792342551,2015-10-18 03:16:00
35,bituch_leumi,872,2015-10-18 20:51:00,403.7227630716027,2015-10-18 14:28:00
36,jerusalem_muni,642,2015-10-19 06:42:00,410.0901050430649,2015-10-19 00:48:00
37,tnuva,104,2015-10-21 00:12:00,223.41660732804513,2015-10-19 13:35:00
38,bituch_leumi,915,2015-10-20 05:18:00,217.53968946709196,2015-10-20 02:24:00
39,tara,363,2015-10-20 22:02:00,473.10050312589044,2015-10-20 14:38:00
40,electricity,312,2015-10-21 05:43:00,188.44420301715948,2015-10-21 03:27:00
41,aminach,110,2015-10-21 16:47:00,186.2819872527432,2015-10-21 13:56:00
42,yes,895,2015-10-22 03:53:00,193.398651007741,2015-10-22 01:18:00
43,intel,177,2015-10-22 21:22:00,534.1524525203192,2015-10-22 15:25:00
44,osem,379,2015-10-23 03:05:00,97.98033434831439,2015-10-23 01:37:00
45,tnuva,946,2015-10-23 21:29:00,439.73060878760305,2015-10-23 15:38:00
46,osem,2,2015-10-24 09:47:00,573.7442844446342,2015-10-24 02:50:00
47,yes,988,2015-10-24 19:14:00,419.0386146273208,2015-10-24 13:36:00
48,electricity,915,2015-10-25 05:44:00,142.55049964702542,2015-10-25 03:49:00
49,electricity,813,2015-10-25 20:26:00,411.1906311219522,2015-10-25 15:20:00
50,tnuva,296,2015-10-26 09:06:00,467.19287117473135,2015-10-26 02:53:00
51,osem,549,2015-10-26 22:24:00,581.0239987279876,2015-10-26 15:47:00
52,angel,321,2015-10-27 05:24:00,134.2161474564728,2015-10-27 03:51:00
53,tara,810,2015-10-27 19:40:00,356.4742778120973,2015-10-27 15:41:00
